ContactID,ClientID,StaffID,ContactDate,ContactType,ContactOutcome,ContactDurationMinutes,FollowUpDate,ContactNotesCategory
51525,3125,2002,2025-05-07,Phone,Voicemail,,2025-06-06,General Check-In
51526,3125,2002,2025-06-30,Email,Successful,10,2025-07-30,Service Planning
51527,3125,2002,2025-07-10,Email,Successful,15,2025-07-24,Crisis Support
51528,3125,2002,2025-10-29,In Person,Voicemail,,2025-11-19,Service Planning
51529,3125,2002,2026-01-19,In Person,Successful,20,2026-02-09,Follow-Up
51530,3125,2002,2026-03-16,In Person,No Answer,,2026-04-15,Documentation
51531,3125,2002,2026-06-20,Phone,No Answer,,,Program Update
51532,3125,2002,2026-07-09,In Person,Successful,10,,Follow-Up
51533,3126,2008,2025-10-09,Email,Successful,10,2025-10-16,Crisis Support
51534,3126,2008,2025-11-23,Video,Successful,10,2025-11-26,General Check-In
51535,3126,2008,2026-01-01,In Person,Successful,45,2026-01-15,Documentation
51536,3126,2008,2026-01-15,Outreach Attempt,No Answer,,2026-02-05,Referral
51537,3126,2008,2026-03-21,Email,Client Declined,,,Follow-Up
51538,3126,2008,2026-05-24,Phone,Successful,20,2026-05-27,Referral
51539,3126,2008,2026-05-29,Video,Unable to Locate,,,Crisis Support
51540,3126,2008,2026-06-23,Phone,No Answer,,,Service Planning
51541,3127,2014,2023-12-01,Phone,Successful,10,2023-12-04,Follow-Up
51542,3127,2014,2024-03-07,Outreach Attempt,Successful,45,2024-03-14,Service Planning
51543,3127,2014,2024-03-31,Text Message,Successful,90,2024-04-03,Service Planning
51544,3127,2014,2024-06-08,Email,Rescheduled,15,2024-07-08,General Check-In
51545,3127,2014,2024-07-27,Phone,No Answer,,2024-08-03,Crisis Support
51546,3127,2014,2024-08-03,In Person,Rescheduled,90,2024-08-17,Referral
51547,3127,2014,2025-05-01,Video,Successful,10,2025-05-22,Follow-Up
51548,3127,2014,2025-05-05,In Person,No Answer,,2025-05-26,Program Update
51549,3128,2018,2024-02-25,In Person,Successful,20,2024-02-28,General Check-In
51550,3128,2018,2024-03-28,Email,Client Declined,,,Program Update
51551,3128,2018,2024-08-24,Video,Successful,60,2024-08-31,Program Update
51552,3128,2018,2024-11-29,Video,Voicemail,,2024-12-02,Follow-Up
51553,3128,2018,2025-02-22,Phone,Successful,15,2025-03-15,General Check-In
51554,3128,2018,2025-06-02,Video,Unable to Locate,,,Program Update
51555,3128,2018,2025-07-08,In Person,Voicemail,,2025-07-15,Documentation
51556,3128,2018,2025-08-24,In Person,Successful,15,2025-08-31,Referral
51557,3128,2018,2025-11-24,Text Message,Successful,15,2025-12-15,Referral
51558,3128,2018,2026-02-20,Text Message,Voicemail,,2026-03-22,Service Planning
51559,3129,2003,2024-07-24,In Person,Successful,15,2024-08-14,Program Update
51560,3129,2003,2024-08-14,In Person,Successful,20,2024-09-13,General Check-In
51561,3129,2003,2024-11-19,Phone,Successful,45,2024-12-03,Referral
51562,3129,2003,2024-12-19,Video,No Answer,,2025-01-09,Service Planning
51563,3129,2003,2025-08-07,Outreach Attempt,No Answer,,2025-08-28,Follow-Up
51564,3129,2003,2025-10-16,In Person,Voicemail,,2025-10-30,Program Update
51565,3130,2003,2025-12-21,Phone,Voicemail,,2026-01-04,Documentation
51566,3130,2003,2026-02-16,Text Message,Successful,30,2026-03-02,Documentation
51567,3130,2003,2026-03-14,Text Message,Rescheduled,45,2026-03-17,Referral
51568,3130,2003,2026-04-17,Text Message,Unable to Locate,,,Crisis Support
51569,3130,2003,2026-06-27,In Person,No Answer,,2026-07-04,Service Planning
51570,3131,2005,2024-11-29,Outreach Attempt,No Answer,,2024-12-06,Service Planning
51571,3131,2005,2025-02-20,Outreach Attempt,Successful,45,2025-02-27,General Check-In
51572,3131,2005,2025-03-26,Video,Successful,20,2025-04-16,Follow-Up
51573,3131,2005,2025-05-04,Phone,No Answer,,2025-06-03,Service Planning
51574,3131,2005,2025-05-13,Outreach Attempt,No Answer,,2025-05-27,Follow-Up
51575,3131,2005,2025-07-10,Outreach Attempt,No Answer,,2025-07-24,Follow-Up
51576,3131,2005,2025-07-16,Email,Successful,15,2025-07-30,Service Planning
51577,3131,2005,2025-07-27,Phone,Successful,60,2025-08-03,Documentation
51578,3131,2005,2025-11-17,Email,Successful,60,2025-12-17,Documentation
51579,3131,2005,2025-11-30,In Person,Successful,60,2025-12-03,Service Planning
51580,3131,2005,2025-12-10,Outreach Attempt,No Answer,,2025-12-24,Documentation
51581,3131,2005,2026-02-12,Email,Successful,30,2026-03-14,Documentation
51582,3131,2005,2026-04-25,Phone,Rescheduled,30,2026-05-02,Referral
51583,3132,2005,2023-08-18,In Person,Successful,90,2023-09-17,Program Update
51584,3132,2005,2023-10-03,Video,No Answer,,2023-10-24,Crisis Support
51585,3132,2005,2023-11-26,In Person,Successful,45,2023-12-26,Referral
51586,3132,2005,2023-12-17,Video,Successful,45,2023-12-24,General Check-In
51587,3132,2005,2024-08-15,Phone,Unable to Locate,,,Follow-Up
51588,3132,2005,2024-10-09,Phone,Successful,15,2024-10-30,General Check-In
51589,3132,2005,2025-06-19,Email,Successful,20,2025-07-03,Crisis Support
51590,3132,2005,2025-09-18,In Person,Successful,60,2025-10-18,Follow-Up
51591,3133,2012,2025-07-22,Outreach Attempt,No Answer,,2025-07-25,Referral
51592,3133,2012,2025-09-19,Outreach Attempt,No Answer,,2025-09-22,Documentation
51593,3133,2012,2025-10-20,In Person,Successful,60,2025-10-27,Crisis Support
51594,3133,2012,2026-02-23,Video,Successful,20,2026-03-16,Referral
51595,3134,2018,2024-09-27,In Person,Voicemail,,2024-10-11,Follow-Up
51596,3134,2018,2024-11-26,Outreach Attempt,Successful,90,2024-12-26,Service Planning
51597,3134,2018,2024-12-10,Phone,Successful,45,2024-12-17,Service Planning
51598,3134,2018,2025-01-22,Text Message,No Answer,,2025-01-25,Crisis Support
51599,3134,2018,2025-02-28,Text Message,Successful,10,2025-03-03,Service Planning
51600,3134,2018,2025-05-24,Video,No Answer,,2025-05-27,Referral
51601,3134,2018,2025-05-31,Email,Successful,20,2025-06-07,Program Update
51602,3134,2018,2025-06-19,In Person,Successful,90,2025-06-22,Crisis Support
51603,3134,2018,2025-06-25,Outreach Attempt,No Answer,,2025-07-16,Crisis Support
51604,3134,2018,2025-09-07,In Person,Successful,90,2025-09-10,Service Planning
51605,3134,2018,2025-09-08,In Person,Successful,20,2025-10-08,Documentation
51606,3134,2018,2025-11-17,Phone,Successful,10,2025-11-20,Documentation
51607,3134,2018,2025-12-26,Email,Rescheduled,15,2025-12-29,General Check-In
51608,3134,2018,2025-12-28,Email,Successful,10,2026-01-11,Follow-Up
51609,3134,2018,2026-01-09,Outreach Attempt,No Answer,,2026-01-30,Program Update
51610,3134,2018,2026-01-31,Phone,No Answer,,2026-02-21,Program Update
51611,3134,2018,2026-02-21,Outreach Attempt,Client Declined,,,Program Update
51612,3134,2018,2026-05-26,In Person,Unable to Locate,,,Documentation
51613,3134,2018,2026-06-25,In Person,Unable to Locate,,,Follow-Up
51614,3134,2018,2026-07-06,Outreach Attempt,Client Declined,,,Crisis Support
51615,3135,2011,2025-03-15,Email,Client Declined,,,Documentation
51616,3135,2011,2025-04-03,Phone,Successful,60,2025-04-17,Referral
51617,3135,2011,2025-04-08,Outreach Attempt,Unable to Locate,,,General Check-In
51618,3135,2011,2025-05-07,Video,Successful,90,2025-05-14,Program Update
51619,3135,2011,2025-07-15,Email,Voicemail,,2025-08-05,Service Planning
51620,3135,2011,2025-08-06,Video,Rescheduled,20,2025-09-05,Service Planning
51621,3135,2011,2025-11-10,Text Message,Successful,15,2025-11-13,Service Planning
51622,3135,2011,2026-01-17,In Person,Successful,15,2026-02-07,Referral
51623,3135,2011,2026-02-05,Phone,Voicemail,,2026-02-12,Documentation
51624,3135,2011,2026-03-21,Text Message,Successful,30,2026-04-20,Follow-Up
51625,3135,2011,2026-03-28,In Person,No Answer,,2026-04-27,General Check-In
51626,3135,2011,2026-03-30,Text Message,Rescheduled,30,2026-04-02,Program Update
51627,3135,2011,2026-04-14,Text Message,Successful,30,2026-04-21,Documentation
51628,3135,2011,2026-06-27,In Person,Successful,15,2026-07-11,Service Planning
51629,3136,2003,2026-05-05,Email,Successful,90,2026-05-26,General Check-In
51630,3136,2003,2026-05-17,Email,Rescheduled,30,2026-05-31,Follow-Up
51631,3136,2003,2026-05-31,Phone,Successful,90,2026-06-21,General Check-In
51632,3136,2003,2026-06-15,Outreach Attempt,Rescheduled,45,2026-06-22,General Check-In
51633,3136,2003,2026-06-17,Phone,Voicemail,,2026-07-08,Documentation
51634,3136,2003,2026-06-18,Email,No Answer,,,Program Update
51635,3136,2003,2026-06-28,Phone,Unable to Locate,,,Crisis Support
51636,3136,2003,2026-07-10,In Person,Successful,15,,Program Update
51637,3137,2006,2024-05-14,In Person,Successful,30,2024-06-13,Documentation
51638,3137,2006,2024-05-21,Outreach Attempt,Voicemail,,2024-05-28,Crisis Support
51639,3137,2006,2024-06-25,In Person,Successful,60,2024-07-25,Crisis Support
51640,3137,2006,2024-07-08,Email,Successful,20,2024-07-15,General Check-In
51641,3137,2006,2024-07-11,Phone,Unable to Locate,,,Crisis Support
51642,3137,2006,2024-12-26,In Person,No Answer,,2024-12-29,Service Planning
51643,3137,2006,2025-01-12,Outreach Attempt,Unable to Locate,,,Service Planning
51644,3137,2006,2025-02-16,In Person,Successful,15,2025-03-02,Crisis Support
51645,3137,2006,2025-05-27,Text Message,Successful,15,2025-06-17,Referral
51646,3137,2006,2025-07-25,Phone,Successful,30,2025-08-24,Referral
51647,3137,2006,2025-08-07,Video,Unable to Locate,,,Referral
51648,3137,2006,2025-11-14,In Person,Successful,20,2025-12-14,Documentation
51649,3137,2006,2025-11-21,Email,Successful,20,2025-12-12,Service Planning
51650,3137,2006,2026-01-11,In Person,Successful,90,2026-02-01,Crisis Support
51651,3137,2006,2026-07-02,In Person,No Answer,,,General Check-In
51652,3138,2017,2025-09-02,Email,Successful,90,2025-10-02,Crisis Support
51653,3138,2017,2025-09-26,In Person,No Answer,,2025-10-10,Referral
51654,3138,2017,2025-11-18,Email,Rescheduled,10,2025-11-25,Crisis Support
51655,3138,2017,2025-11-27,Text Message,No Answer,,2025-12-27,Follow-Up
51656,3138,2017,2026-01-01,Email,Successful,15,2026-01-04,General Check-In
51657,3138,2017,2026-01-18,Outreach Attempt,Successful,90,2026-02-08,General Check-In
51658,3138,2017,2026-06-12,In Person,Successful,90,2026-06-15,Follow-Up
51659,3139,2003,2024-06-14,In Person,No Answer,,2024-06-21,Referral
51660,3139,2003,2024-06-22,Phone,Successful,10,2024-07-06,Service Planning
51661,3139,2003,2024-08-27,Video,Successful,20,2024-09-17,Crisis Support
51662,3139,2003,2024-10-21,Video,No Answer,,2024-10-24,Referral
51663,3139,2003,2026-01-13,Text Message,Successful,10,2026-01-27,General Check-In
51664,3139,2003,2026-02-10,Phone,Successful,60,2026-02-24,Documentation
51665,3139,2003,2026-05-27,Phone,No Answer,,2026-05-30,Referral
51666,3139,2003,2026-06-13,Outreach Attempt,No Answer,,2026-07-04,Follow-Up
51667,3139,2003,2026-07-04,Phone,Successful,15,,Follow-Up
51668,3140,2009,2025-01-17,Email,No Answer,,2025-01-31,Crisis Support
51669,3140,2009,2025-03-14,In Person,Rescheduled,30,2025-04-13,Crisis Support
51670,3140,2009,2025-04-22,Phone,Unable to Locate,,,Crisis Support
51671,3140,2009,2025-07-18,In Person,Successful,90,2025-08-17,Service Planning
51672,3140,2009,2025-08-14,Email,Voicemail,,2025-09-13,General Check-In
51673,3140,2009,2025-10-03,Phone,Successful,90,2025-10-17,Referral
51674,3140,2009,2025-11-07,In Person,Successful,30,2025-11-28,Referral
51675,3140,2009,2025-11-10,Phone,No Answer,,2025-11-24,Service Planning
51676,3140,2009,2026-02-23,Email,Successful,10,2026-03-09,Crisis Support
51677,3140,2009,2026-04-03,Text Message,Successful,60,2026-04-17,Referral
51678,3141,2012,2026-03-24,Text Message,No Answer,,2026-04-07,General Check-In
51679,3141,2012,2026-03-28,Email,Successful,15,2026-04-27,Service Planning
51680,3141,2012,2026-05-02,Phone,Voicemail,,2026-05-16,Documentation
51681,3141,2012,2026-05-09,Email,Voicemail,,2026-05-16,Program Update
51682,3141,2012,2026-05-11,In Person,Voicemail,,2026-05-18,Follow-Up
51683,3141,2012,2026-06-19,Phone,Successful,90,2026-07-03,Documentation
51684,3141,2012,2026-06-27,Text Message,Successful,15,2026-07-11,Referral
51685,3142,2006,2024-02-10,Phone,Successful,10,2024-02-13,Follow-Up
51686,3142,2006,2024-02-11,Phone,Successful,90,2024-03-03,Crisis Support
51687,3142,2006,2024-05-28,Phone,No Answer,,2024-06-11,General Check-In
51688,3142,2006,2024-08-19,Phone,Voicemail,,2024-09-09,General Check-In
51689,3142,2006,2024-09-21,Outreach Attempt,No Answer,,2024-10-21,General Check-In
51690,3142,2006,2024-12-17,Email,Voicemail,,2025-01-16,Follow-Up
51691,3142,2006,2024-12-29,Outreach Attempt,Client Declined,,,Program Update
51692,3142,2006,2025-01-17,Email,Successful,20,2025-01-24,Documentation
51693,3142,2006,2025-03-12,In Person,Client Declined,,,Referral
51694,3142,2006,2025-03-15,Text Message,Successful,45,2025-04-14,Program Update
51695,3142,2006,2025-04-13,Phone,Successful,20,2025-05-04,Service Planning
51696,3142,2006,2025-05-31,Phone,Successful,30,2025-06-21,Program Update
51697,3142,2006,2025-07-13,Phone,Successful,45,2025-07-20,General Check-In
51698,3142,2006,2025-10-13,Video,Successful,90,2025-11-12,Follow-Up
51699,3142,2006,2025-11-25,In Person,Successful,10,2025-11-28,Referral
51700,3142,2006,2025-12-18,In Person,Voicemail,,2026-01-17,Documentation
51701,3142,2006,2026-01-04,In Person,Successful,45,2026-01-11,Program Update
51702,3142,2006,2026-03-17,Phone,Successful,20,2026-04-07,Documentation
51703,3143,2013,2025-10-08,Phone,Successful,60,2025-10-15,Crisis Support
51704,3143,2013,2025-12-06,Phone,Successful,60,2025-12-27,Service Planning
51705,3143,2013,2025-12-27,Text Message,Client Declined,,,Crisis Support
51706,3143,2013,2026-01-06,In Person,Unable to Locate,,,Referral
51707,3143,2013,2026-04-07,Video,Client Declined,,,Follow-Up
51708,3143,2013,2026-04-11,Text Message,Client Declined,,,Follow-Up
51709,3143,2013,2026-06-24,Email,Successful,20,2026-07-08,Referral
51710,3144,2007,2025-06-17,Email,Successful,20,2025-06-24,Documentation
51711,3144,2007,2025-06-29,In Person,Successful,20,2025-07-06,Program Update
51712,3144,2007,2025-09-02,Video,No Answer,,2025-09-23,Documentation
51713,3144,2007,2025-09-25,Outreach Attempt,Voicemail,,2025-09-28,Program Update
51714,3144,2007,2025-10-14,Phone,Successful,30,2025-10-21,Crisis Support
51715,3144,2007,2025-10-31,Phone,Rescheduled,15,2025-11-07,Referral
51716,3144,2007,2025-12-03,In Person,Successful,30,2025-12-06,Service Planning
51717,3144,2007,2026-01-19,Phone,No Answer,,2026-01-26,Documentation
51718,3144,2007,2026-03-21,Outreach Attempt,Client Declined,,,Service Planning
51719,3144,2007,2026-07-07,Phone,Successful,10,2026-07-10,General Check-In
51720,3145,2005,2025-11-05,Video,Successful,20,2025-11-19,General Check-In
51721,3145,2005,2025-11-24,Text Message,No Answer,,2025-12-15,Crisis Support
51722,3145,2005,2025-12-01,Outreach Attempt,No Answer,,2025-12-08,Service Planning
51723,3145,2005,2026-01-06,In Person,No Answer,,2026-01-27,Referral
51724,3145,2005,2026-02-03,In Person,Unable to Locate,,,Documentation
51725,3145,2005,2026-02-10,In Person,Successful,10,2026-03-03,Service Planning
51726,3145,2005,2026-02-19,In Person,Voicemail,,2026-02-26,Follow-Up
51727,3145,2005,2026-02-21,Outreach Attempt,Voicemail,,2026-02-28,General Check-In
51728,3145,2005,2026-05-13,Text Message,Client Declined,,,Follow-Up
51729,3145,2005,2026-05-15,In Person,Unable to Locate,,,Follow-Up
51730,3145,2005,2026-05-19,Phone,Successful,90,2026-06-02,Crisis Support
51731,3145,2005,2026-05-21,In Person,Rescheduled,45,2026-05-28,Crisis Support
51732,3145,2005,2026-06-12,Phone,Successful,30,2026-06-26,Crisis Support
51733,3145,2005,2026-07-06,Text Message,Successful,10,,General Check-In
51734,3145,2005,2026-07-08,Phone,Successful,45,,Referral
51735,3146,2002,2025-01-20,In Person,Unable to Locate,,,Program Update
51736,3146,2002,2025-01-28,In Person,Successful,30,2025-02-27,Service Planning
51737,3146,2002,2025-01-29,Outreach Attempt,No Answer,,2025-02-19,Referral
51738,3146,2002,2025-03-01,Phone,Successful,45,2025-03-04,Follow-Up
51739,3146,2002,2025-04-23,Phone,Successful,60,2025-05-14,Referral
51740,3146,2002,2025-05-17,Text Message,Successful,90,2025-06-07,Documentation
51741,3146,2002,2025-07-12,Phone,Successful,20,2025-08-11,Crisis Support
51742,3146,2002,2025-07-21,Email,Rescheduled,45,2025-07-28,Referral
51743,3146,2002,2025-08-19,Text Message,Successful,45,2025-09-18,Crisis Support
51744,3146,2002,2025-10-16,Video,No Answer,,2025-10-19,Service Planning
51745,3146,2002,2025-11-12,Phone,No Answer,,2025-11-19,Follow-Up
51746,3146,2002,2025-11-27,Phone,Successful,45,2025-11-30,Program Update
51747,3146,2002,2025-12-26,Outreach Attempt,Voicemail,,2026-01-09,Service Planning
51748,3146,2002,2026-03-21,Email,Successful,90,2026-04-04,General Check-In
51749,3146,2002,2026-06-23,Outreach Attempt,Unable to Locate,,,Service Planning
51750,3147,2006,2025-12-20,Video,Successful,60,2025-12-23,Program Update
51751,3147,2006,2026-02-17,Phone,Successful,60,2026-03-10,Documentation
51752,3147,2006,2026-03-18,Outreach Attempt,Unable to Locate,,,Program Update
51753,3147,2006,2026-03-20,Outreach Attempt,No Answer,,2026-04-10,Follow-Up
51754,3147,2006,2026-04-03,Text Message,Successful,45,2026-04-17,General Check-In
51755,3147,2006,2026-04-20,Outreach Attempt,Rescheduled,90,2026-04-23,Documentation
51756,3147,2006,2026-05-23,Email,Client Declined,,,General Check-In
51757,3147,2006,2026-06-01,Text Message,Successful,10,2026-06-15,Program Update
51758,3148,2017,2025-11-06,Text Message,Rescheduled,60,2025-11-13,Follow-Up
51759,3148,2017,2025-11-10,Outreach Attempt,No Answer,,2025-12-10,General Check-In
51760,3148,2017,2025-11-15,Outreach Attempt,Unable to Locate,,,Service Planning
51761,3148,2017,2025-12-13,In Person,Rescheduled,20,2025-12-27,General Check-In
51762,3148,2017,2025-12-22,Email,Successful,10,2026-01-05,Program Update
51763,3148,2017,2026-01-07,In Person,Successful,15,2026-01-14,General Check-In
51764,3148,2017,2026-01-19,Email,Successful,10,2026-02-18,General Check-In
51765,3148,2017,2026-02-13,Phone,No Answer,,2026-03-15,General Check-In
51766,3148,2017,2026-02-16,Phone,Successful,30,2026-03-09,Service Planning
51767,3148,2017,2026-03-28,In Person,Successful,60,2026-04-11,General Check-In
51768,3148,2017,2026-04-01,Phone,Successful,20,2026-05-01,Service Planning
51769,3148,2017,2026-04-07,Phone,Rescheduled,30,2026-04-10,General Check-In
51770,3148,2017,2026-05-23,In Person,Client Declined,,,General Check-In
51771,3148,2017,2026-06-12,Text Message,Rescheduled,10,2026-07-03,Program Update
51772,3149,2007,2024-05-15,Phone,No Answer,,2024-06-05,Service Planning
51773,3149,2007,2024-11-06,Email,Successful,20,2024-11-27,General Check-In
51774,3149,2007,2024-12-13,Phone,Voicemail,,2024-12-20,Program Update
51775,3149,2007,2025-04-27,Email,Voicemail,,2025-05-04,General Check-In
51776,3149,2007,2025-05-25,In Person,No Answer,,2025-06-15,Program Update
51777,3149,2007,2025-08-07,Outreach Attempt,No Answer,,2025-09-06,Documentation
51778,3149,2007,2026-01-02,Phone,Voicemail,,2026-02-01,Documentation
51779,3150,2015,2024-03-22,Email,Successful,30,2024-04-05,General Check-In
51780,3150,2015,2024-03-25,Phone,Rescheduled,45,2024-04-08,Referral
51781,3150,2015,2024-04-03,Outreach Attempt,Voicemail,,2024-04-24,Documentation
51782,3150,2015,2024-05-04,Phone,Voicemail,,2024-05-18,Program Update
51783,3150,2015,2024-05-12,Email,Successful,60,2024-06-11,Service Planning
51784,3150,2015,2024-07-30,In Person,Successful,60,2024-08-02,Referral
51785,3150,2015,2024-11-16,In Person,Rescheduled,30,2024-12-07,Referral
51786,3150,2015,2024-12-29,Outreach Attempt,No Answer,,2025-01-19,General Check-In
51787,3150,2015,2025-01-14,In Person,Successful,20,2025-01-17,Program Update
51788,3150,2015,2025-08-12,Phone,Successful,60,2025-08-15,Program Update
51789,3150,2015,2025-10-01,Outreach Attempt,Unable to Locate,,,Crisis Support
51790,3150,2015,2025-10-15,Phone,Successful,90,2025-11-05,Referral
51791,3150,2015,2025-12-12,Phone,Successful,20,2025-12-15,Service Planning
51792,3150,2015,2025-12-17,Video,No Answer,,2026-01-16,Crisis Support
51793,3150,2015,2025-12-18,Phone,Successful,60,2025-12-25,Program Update
51794,3150,2015,2026-03-27,Outreach Attempt,Voicemail,,2026-03-30,General Check-In
51795,3150,2015,2026-06-12,Email,Successful,45,2026-06-15,Crisis Support
51796,3151,2011,2023-10-22,Phone,Client Declined,,,Follow-Up
51797,3151,2011,2023-11-03,Text Message,No Answer,,2023-11-10,Documentation
51798,3151,2011,2024-05-05,Text Message,Rescheduled,10,2024-05-08,Crisis Support
51799,3151,2011,2024-12-30,In Person,Successful,10,2025-01-02,Program Update
51800,3151,2011,2025-01-19,Text Message,Rescheduled,20,2025-01-22,Documentation
51801,3151,2011,2025-02-15,In Person,Successful,30,2025-02-18,Service Planning
51802,3151,2011,2025-02-24,Video,Successful,45,2025-03-26,Documentation
51803,3151,2011,2025-02-25,Video,Successful,20,2025-02-28,Crisis Support
51804,3151,2011,2025-05-16,Phone,Successful,20,2025-05-23,Follow-Up
51805,3151,2011,2025-05-18,Phone,No Answer,,2025-06-17,Follow-Up
51806,3151,2011,2025-08-12,In Person,Successful,60,2025-09-11,Program Update
51807,3151,2011,2025-10-17,Video,No Answer,,2025-10-20,General Check-In
51808,3151,2011,2025-10-27,Phone,No Answer,,2025-10-30,Service Planning
51809,3151,2011,2026-02-02,Email,Successful,10,2026-02-23,Follow-Up
51810,3151,2011,2026-02-26,Outreach Attempt,Successful,15,2026-03-05,Documentation
51811,3151,2011,2026-03-05,In Person,Unable to Locate,,,General Check-In
51812,3151,2011,2026-03-11,In Person,No Answer,,2026-03-14,Referral
51813,3151,2011,2026-05-26,Outreach Attempt,Voicemail,,2026-06-25,Crisis Support
51814,3152,2007,2024-01-28,Phone,Voicemail,,2024-02-11,Referral
51815,3152,2007,2024-03-26,Outreach Attempt,Voicemail,,2024-03-29,Program Update
51816,3152,2007,2024-04-15,Text Message,No Answer,,2024-04-22,Documentation
51817,3152,2007,2024-07-26,Text Message,Unable to Locate,,,Follow-Up
51818,3152,2007,2024-10-19,Email,No Answer,,2024-11-02,General Check-In
51819,3152,2007,2024-12-05,Email,Rescheduled,30,2024-12-12,Follow-Up
51820,3152,2007,2025-01-21,In Person,No Answer,,2025-02-04,Follow-Up
51821,3152,2007,2025-04-29,Outreach Attempt,Unable to Locate,,,General Check-In
51822,3152,2007,2025-05-09,Outreach Attempt,Client Declined,,,Program Update
51823,3152,2007,2025-07-28,Email,Successful,30,2025-07-31,Documentation
51824,3152,2007,2025-12-04,Phone,Successful,90,2025-12-11,Follow-Up
51825,3152,2007,2026-02-21,In Person,Successful,60,2026-03-23,Program Update
51826,3153,2005,2023-07-17,In Person,Successful,60,2023-07-20,Service Planning
51827,3153,2005,2024-01-20,Outreach Attempt,Client Declined,,,Service Planning
51828,3153,2005,2024-02-28,Text Message,Successful,45,2024-03-29,Service Planning
51829,3153,2005,2024-07-04,Phone,Rescheduled,45,2024-07-11,Service Planning
51830,3153,2005,2024-10-13,In Person,Successful,10,2024-11-12,Documentation
51831,3153,2005,2025-01-23,Phone,Successful,60,2025-01-26,Crisis Support
51832,3153,2005,2026-03-24,Text Message,Successful,20,2026-03-27,Crisis Support
51833,3153,2005,2026-04-20,Text Message,Rescheduled,20,2026-04-23,General Check-In
51834,3154,2005,2023-09-04,Outreach Attempt,No Answer,,2023-09-25,Follow-Up
51835,3154,2005,2023-10-10,Phone,Unable to Locate,,,Follow-Up
51836,3154,2005,2024-01-24,In Person,Successful,90,2024-02-14,Documentation
51837,3154,2005,2024-09-06,Email,Client Declined,,,Crisis Support
51838,3154,2005,2024-09-09,Text Message,Successful,30,2024-09-30,General Check-In
51839,3154,2005,2024-11-28,Phone,Successful,10,2024-12-05,Program Update
51840,3154,2005,2025-02-28,Email,Successful,20,2025-03-30,Service Planning
51841,3154,2005,2025-03-24,Email,Successful,60,2025-04-23,Referral
51842,3154,2005,2025-05-19,Text Message,Successful,10,2025-06-18,Referral
51843,3154,2005,2025-09-22,Text Message,Successful,60,2025-10-22,Program Update
51844,3154,2005,2025-09-24,In Person,Successful,30,2025-10-01,General Check-In
51845,3154,2005,2025-12-29,Phone,No Answer,,2026-01-19,Documentation
51846,3154,2005,2026-03-15,In Person,Successful,20,2026-03-29,Program Update
51847,3154,2005,2026-03-28,Text Message,Rescheduled,20,2026-03-31,Service Planning
51848,3154,2005,2026-04-08,Video,Successful,20,2026-04-15,Crisis Support
51849,3154,2005,2026-05-12,Outreach Attempt,No Answer,,2026-05-19,Referral
51850,3154,2005,2026-05-27,Phone,Unable to Locate,,,Referral
51851,3155,2007,2023-11-28,In Person,Successful,45,2023-12-12,General Check-In
51852,3155,2007,2023-12-23,In Person,No Answer,,2024-01-06,Documentation
51853,3155,2007,2024-03-25,Phone,No Answer,,2024-04-15,Crisis Support
51854,3155,2007,2024-03-29,In Person,No Answer,,2024-04-01,Follow-Up
51855,3155,2007,2024-06-03,Text Message,Successful,60,2024-06-17,Documentation
51856,3155,2007,2024-11-16,Text Message,Successful,10,2024-11-30,General Check-In
51857,3155,2007,2024-12-29,In Person,Successful,20,2025-01-12,Follow-Up
51858,3155,2007,2025-07-11,Outreach Attempt,Successful,30,2025-07-25,Follow-Up
51859,3155,2007,2025-07-15,Phone,Successful,60,2025-08-14,Crisis Support
51860,3155,2007,2025-07-26,In Person,Unable to Locate,,,Follow-Up
51861,3155,2007,2026-01-07,Phone,Successful,15,2026-01-10,Follow-Up
51862,3155,2007,2026-04-01,In Person,No Answer,,2026-04-15,Program Update
51863,3155,2007,2026-07-04,Phone,Client Declined,,,Service Planning
51864,3156,2011,2026-05-28,Email,Successful,10,2026-06-11,Crisis Support
51865,3156,2011,2026-05-29,Outreach Attempt,Voicemail,,2026-06-01,Referral
51866,3156,2011,2026-05-29,In Person,Client Declined,,,Program Update
51867,3156,2011,2026-05-30,Text Message,Successful,15,2026-06-02,General Check-In
51868,3156,2011,2026-06-02,Email,Rescheduled,10,2026-06-23,Crisis Support
51869,3156,2011,2026-06-04,Email,Successful,20,2026-06-07,Service Planning
51870,3156,2011,2026-06-06,Phone,Successful,20,2026-06-20,Referral
51871,3156,2011,2026-06-08,Email,Successful,10,2026-06-11,Follow-Up
51872,3156,2011,2026-06-18,Phone,Client Declined,,,Referral
51873,3156,2011,2026-06-19,Outreach Attempt,Voicemail,,2026-07-03,General Check-In
51874,3156,2011,2026-06-19,In Person,Client Declined,,,Referral
51875,3156,2011,2026-06-23,In Person,Client Declined,,,Follow-Up
51876,3156,2011,2026-06-25,In Person,Successful,20,,Referral
51877,3156,2011,2026-06-29,Outreach Attempt,Voicemail,,2026-07-06,Documentation
51878,3156,2011,2026-07-02,Phone,No Answer,,,General Check-In
51879,3156,2011,2026-07-05,Text Message,Successful,10,,General Check-In
51880,3157,2011,2025-04-30,Video,Successful,30,2025-05-30,General Check-In
51881,3157,2011,2025-08-13,Video,Rescheduled,45,2025-08-20,Follow-Up
